ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
2025-07-04,3616.0852954532775,3156.170973348796,3467.1624502174395,3616.0852954532775,3616.0852954532775,-303.0716988736197,-303.0716988736197,-303.0716988736197,-22.276107391003542,-22.276107391003542,-22.276107391003542,-280.7955914826162,-280.7955914826162,-280.7955914826162,0.0,0.0,0.0,3313.0135965796576,3332.5000
2025-07-07,3627.786634012751,3161.203719523236,3456.050747894913,3627.786634012751,3627.786634012751,-321.1953394551277,-321.1953394551277,-321.1953394551277,-13.770204956002416,-13.770204956002416,-13.770204956002416,-307.4251344991253,-307.4251344991253,-307.4251344991253,0.0,0.0,0.0,3306.5912945576233,3332.2000
2025-07-08,3631.6870801992422,3140.497176720768,3449.3735865534254,3631.6870801992422,3631.6870801992422,-328.1539567812805,-328.1539567812805,-328.1539567812805,-13.752238768732278,-13.752238768732278,-13.752238768732278,-314.4017180125482,-314.4017180125482,-314.4017180125482,0.0,0.0,0.0,3303.5331234179616,3307.0000
2025-07-09,3635.5875263857333,3163.9800547191444,3463.2417101007222,3635.5875263857333,3635.5875263857333,-323.2863101612233,-323.2863101612233,-323.2863101612233,-3.0801971519220017,-3.0801971519220017,-3.0801971519220017,-320.2061130093013,-320.2061130093013,-320.2061130093013,0.0,0.0,0.0,3312.30121622451,3311.6001
2025-07-10,3639.4879725722244,3142.5874745665196,3440.3251549688525,3639.4879725722244,3639.4879725722244,-348.25516545247046,-348.25516545247046,-348.25516545247046,-23.503293977151493,-23.503293977151493,-23.503293977151493,-324.751871475319,-324.751871475319,-324.751871475319,0.0,0.0,0.0,3291.232807119754,3317.3999
2025-07-11,3643.388418617412,3149.5096612634857,3440.135271225243,3643.388418617412,3643.388418617412,-350.2650084877025,-350.2650084877025,-350.2650084877025,-22.27610739096828,-22.27610739096828,-22.27610739096828,-327.98890109673425,-327.98890109673425,-327.98890109673425,0.0,0.0,0.0,3293.1234101297096,3356.0000
2025-07-14,3655.089756752974,3173.750915487174,3461.172842464304,3655.089756752974,3655.089756752974,-343.7012339996697,-343.7012339996697,-343.7012339996697,-13.77020495603381,-13.77020495603381,-13.77020495603381,-329.93102904363593,-329.93102904363593,-329.93102904363593,0.0,0.0,0.0,3311.3885227533046,3351.5000
2025-07-15,3658.9902027981616,3155.443193513368,3460.38274617739,3658.9902027981616,3658.9902027981616,-341.96546561264825,-341.96546561264825,-341.96546561264825,-13.752238768724887,-13.752238768724887,-13.752238768724887,-328.2132268439234,-328.2132268439234,-328.2132268439234,0.0,0.0,0.0,3317.0247371855135,3329.8000
2025-07-16,3662.890648843349,3183.8521563823124,3486.8534768382247,3662.890648843349,3662.890648843349,-328.5988669977977,-328.5988669977977,-328.5988669977977,-3.080197151928347,-3.080197151928347,-3.080197151928347,-325.5186698458694,-325.5186698458694,-325.5186698458694,0.0,0.0,0.0,3334.291781845551,3352.5000
2025-07-17,3666.791094888536,3172.9704470402744,3462.2808054820343,3666.791094888536,3666.791094888536,-345.5241453017722,-345.5241453017722,-345.5241453017722,-23.50329397706249,-23.50329397706249,-23.50329397706249,-322.02085132470967,-322.02085132470967,-322.02085132470967,0.0,0.0,0.0,3321.266949586764,3340.1001
2025-07-18,3670.6915409337234,3180.0611387940426,3480.141445121193,3670.6915409337234,3670.6915409337234,-340.19654636457216,-340.19654636457216,-340.19654636457216,-22.276107390933028,-22.276107390933028,-22.276107390933028,-317.92043897363914,-317.92043897363914,-317.92043897363914,0.0,0.0,0.0,3330.4949945691515,3353.0000
2025-07-21,3682.3928790692853,3218.1795740421294,3506.784884375234,3682.3928790692853,3682.3928790692853,-318.06421729870357,-318.06421729870357,-318.06421729870357,-13.77020495604746,-13.77020495604746,-13.77020495604746,-304.2940123426561,-304.2940123426561,-304.2940123426561,0.0,0.0,0.0,3364.3286617705817,3401.8999
2025-07-22,3686.293325114473,3217.3397891149475,3514.3119888060382,3686.293325114473,3686.293325114473,-313.8730929465869,-313.8730929465869,-313.8730929465869,-13.75223876870485,-13.75223876870485,-13.75223876870485,-300.120854177882,-300.120854177882,-300.120854177882,0.0,0.0,0.0,3372.4202321678863,3439.2000
2025-07-23,3690.1934534233956,3238.8119058596412,3535.3579307742607,3690.1934534233956,3690.1934534233956,-299.61590468890114,-299.61590468890114,-299.61590468890114,-3.080197151901024,-3.080197151901024,-3.080197151901024,-296.53570753700006,-296.53570753700006,-296.53570753700006,0.0,0.0,0.0,3390.5775487344945,3394.1001
2025-07-24,3694.093581732319,3221.8834498757305,3523.514972610958,3694.093581732319,3694.093581732319,-317.2672856419129,-317.2672856419129,-317.2672856419129,-23.50329397707966,-23.50329397707966,-23.50329397707966,-293.7639916648332,-293.7639916648332,-293.7639916648332,0.0,0.0,0.0,3376.826296090406,3371.0000
2025-07-25,3697.993710041242,3236.2761169857627,3536.682171782205,3697.993710041242,3697.993710041242,-314.2860389879097,-314.2860389879097,-314.2860389879097,-22.276107390897767,-22.276107390897767,-22.276107390897767,-292.0099315970119,-292.0099315970119,-292.0099315970119,0.0,0.0,0.0,3383.7076710533324,3334.0000
